row,col,walls,solutionIndex
0,0,t|f|f|t,0
0,1,t|t|f|f,
0,2,t|f|f|t,
0,3,t|f|t|f,
0,4,t|f|t|f,
0,5,t|f|t|f,
0,6,t|f|t|f,
0,7,t|f|t|f,
0,8,t|f|f|f,
0,9,t|f|t|f,
0,10,t|t|f|f,
0,11,t|f|f|t,
0,12,t|f|t|f,
0,13,t|f|t|f,
0,14,t|f|t|f,
0,15,t|t|f|f,
0,16,t|f|f|t,
0,17,t|f|f|f,
0,18,t|f|t|f,
0,19,t|f|t|f,
0,20,t|f|t|f,
0,21,t|f|t|f,
0,22,t|t|f|f,
1,0,f|t|f|t,1
1,1,f|t|f|t,
1,2,f|f|t|t,
1,3,t|f|f|f,
1,4,t|t|t|f,
1,5,t|f|f|t,
1,6,t|f|t|f,
1,7,t|t|f|f,
1,8,f|f|t|t,
1,9,t|t|f|f,
1,10,f|t|f|t,
1,11,f|f|t|t,
1,12,t|t|t|f,
1,13,t|f|f|t,
1,14,t|t|f|f,
1,15,f|f|t|t,
1,16,f|t|t|f,
1,17,f|f|t|t,
1,18,t|t|f|f,
1,19,t|f|t|t,
1,20,t|f|t|f,
1,21,t|f|t|f,
1,22,f|t|f|f,
2,0,f|t|f|t,2
2,1,f|f|f|t,
2,2,t|f|t|f,
2,3,f|t|t|f,
2,4,t|f|f|t,
2,5,f|t|t|f,
2,6,t|t|f|t,
2,7,f|f|t|t,
2,8,t|f|t|f,
2,9,f|t|t|f,
2,10,f|f|t|t,
2,11,t|t|f|f,
2,12,t|f|f|t,
2,13,f|t|t|f,
2,14,f|f|f|t,
2,15,t|f|t|f,
2,16,t|f|t|f,
2,17,t|f|t|f,
2,18,f|t|f|f,
2,19,t|f|f|t,59
2,20,t|f|t|f,60
2,21,t|t|f|f,61
2,22,f|t|t|t,
3,0,f|t|f|t,3
3,1,f|t|t|t,
3,2,t|f|f|t,9
3,3,t|t|f|f,10
3,4,f|t|f|t,
3,5,t|f|t|t,
3,6,f|t|f|f,
3,7,t|f|f|t,
3,8,t|f|f|f,
3,9,t|t|t|f,
3,10,t|f|f|t,
3,11,f|t|t|f,
3,12,f|t|f|t,
3,13,t|f|f|t,
3,14,f|t|t|f,
3,15,t|f|f|t,50
3,16,t|t|f|f,51
3,17,t|f|t|t,
3,18,f|t|t|f,
3,19,f|f|t|t,58
3,20,t|t|f|f,57
3,21,f|f|t|t,62
3,22,t|t|f|f,63
4,0,f|t|f|t,4
4,1,t|f|f|t,7
4,2,f|t|t|f,8
4,3,f|f|f|t,11
4,4,f|f|t|f,12
4,5,t|t|f|f,13
4,6,f|t|f|t,
4,7,f|t|f|t,
4,8,f|t|f|t,
4,9,t|f|f|t,
4,10,f|t|t|f,
4,11,t|f|f|t,
4,12,f|t|f|f,
4,13,f|f|f|t,
4,14,t|t|t|f,
4,15,f|t|f|t,49
4,16,f|f|t|t,52
4,17,t|f|t|f,53
4,18,t|f|t|f,54
4,19,t|f|t|f,55
4,20,f|t|t|f,56
4,21,t|t|f|t,
4,22,f|t|f|t,64
5,0,f|f|t|t,5
5,1,f|t|t|f,6
5,2,t|f|f|t,
5,3,f|t|t|f,
5,4,t|f|f|t,15
5,5,f|t|t|f,14
5,6,f|f|t|t,
5,7,f|t|f|f,
5,8,f|t|f|t,
5,9,f|t|f|t,
5,10,t|f|t|t,
5,11,f|t|t|f,
5,12,f|t|f|t,
5,13,f|t|f|t,
5,14,t|f|f|t,47
5,15,f|t|t|f,48
5,16,t|f|t|t,
5,17,t|f|f|f,
5,18,t|f|t|f,
5,19,t|f|t|f,
5,20,t|f|f|f,
5,21,f|t|t|f,
5,22,f|t|f|t,65
6,0,t|f|f|t,
6,1,t|t|f|f,
6,2,f|t|f|t,
6,3,t|f|f|t,
6,4,f|f|t|f,16
6,5,t|f|t|f,17
6,6,t|t|f|f,18
6,7,f|t|t|t,
6,8,f|f|t|t,
6,9,f|f|t|f,
6,10,t|f|t|f,
6,11,t|f|t|f,
6,12,f|t|f|f,
6,13,f|t|t|t,
6,14,f|f|t|t,46
6,15,t|f|t|f,45
6,16,t|t|f|f,44
6,17,f|f|t|t,
6,18,t|t|f|f,
6,19,t|f|f|t,
6,20,f|t|t|f,
6,21,t|f|f|t,67
6,22,f|t|f|f,66
7,0,f|t|f|t,
7,1,f|t|f|t,
7,2,f|t|f|t,
7,3,f|f|t|t,
7,4,t|f|t|f,
7,5,t|t|f|f,
7,6,f|f|t|t,19
7,7,t|f|t|f,20
7,8,t|t|f|f,21
7,9,t|f|t|t,
7,10,t|f|f|f,
7,11,t|t|t|f,
7,12,f|t|f|t,
7,13,t|f|f|t,40
7,14,t|f|t|f,41
7,15,t|f|t|f,42
7,16,f|t|t|f,43
7,17,t|f|f|t,
7,18,f|t|t|f,
7,19,f|f|t|t,
7,20,t|t|f|f,
7,21,f|t|f|t,68
7,22,f|t|f|t,
8,0,f|t|f|t,
8,1,f|f|f|t,
8,2,f|f|t|f,
8,3,t|f|t|f,
8,4,t|t|f|f,
8,5,f|t|f|t,
8,6,t|f|f|t,
8,7,t|t|f|f,
8,8,f|f|t|t,22
8,9,t|t|f|f,23
8,10,f|f|f|t,
8,11,t|f|t|f,
8,12,f|t|t|f,
8,13,f|t|f|t,39
8,14,t|f|f|t,
8,15,t|f|f|f,
8,16,t|f|t|f,
8,17,f|t|t|f,
8,18,t|f|f|t,
8,19,t|t|f|f,
8,20,f|t|f|t,
8,21,f|t|f|t,69
8,22,f|t|f|t,
9,0,f|t|f|t,
9,1,f|f|t|t,
9,2,t|f|t|f,
9,3,t|t|t|f,
9,4,f|f|f|t,
9,5,f|t|f|f,
9,6,f|t|f|t,
9,7,f|f|f|t,
9,8,t|t|t|f,
9,9,f|t|f|t,24
9,10,f|f|t|t,
9,11,t|t|f|f,
9,12,t|f|f|t,37
9,13,f|f|t|f,38
9,14,f|t|t|f,
9,15,f|t|t|t,
9,16,t|f|f|t,
9,17,t|f|t|f,
9,18,f|t|t|f,
9,19,f|t|f|t,
9,20,f|t|f|t,
9,21,f|t|f|t,70
9,22,f|t|f|t,
10,0,f|f|t|t,
10,1,t|t|f|f,
10,2,t|f|f|t,
10,3,t|f|t|f,
10,4,f|t|t|f,
10,5,f|t|f|t,
10,6,f|t|f|t,
10,7,f|t|f|t,
10,8,t|f|f|t,26
10,9,f|t|t|f,25
10,10,t|f|t|t,
10,11,f|t|t|f,
10,12,f|t|f|t,36
10,13,t|t|f|t,
10,14,t|f|f|t,
10,15,t|f|t|f,
10,16,f|t|t|f,
10,17,t|f|f|t,
10,18,t|f|t|f,
10,19,f|t|t|f,
10,20,f|t|f|t,
10,21,f|t|f|t,71
10,22,f|t|t|t,
11,0,t|f|f|t,
11,1,f|t|f|f,
11,2,f|f|t|t,
11,3,t|t|f|f,
11,4,t|f|t|t,
11,5,f|f|t|f,
11,6,f|t|t|f,
11,7,f|t|f|t,
11,8,f|t|f|t,27
11,9,t|f|f|t,30
11,10,t|t|f|f,31
11,11,t|f|f|t,34
11,12,f|f|t|f,35
11,13,f|t|t|f,
11,14,f|t|f|t,
11,15,t|f|f|t,
11,16,t|f|t|f,
11,17,f|t|t|f,
11,18,t|f|f|t,
11,19,t|f|t|f,
11,20,f|t|t|f,
11,21,f|f|t|t,72
11,22,t|t|f|f,73
12,0,f|t|f|t,
12,1,f|f|t|t,
12,2,t|t|f|f,
12,3,f|f|t|t,
12,4,t|t|f|f,
12,5,t|f|f|t,
12,6,t|f|t|f,
12,7,f|t|t|f,
12,8,f|f|t|t,28
12,9,f|t|f|f,29
12,10,f|f|t|t,32
12,11,f|t|t|f,33
12,12,t|f|f|t,
12,13,t|f|t|f,
12,14,f|t|t|f,
12,15,f|f|t|t,
12,16,t|f|t|f,
12,17,t|t|f|f,
12,18,f|f|t|t,
12,19,t|f|f|f,
12,20,t|f|t|f,
12,21,t|t|t|f,
12,22,f|t|f|t,74
13,0,f|t|f|t,
13,1,t|f|f|t,
13,2,f|t|t|f,
13,3,t|f|f|t,
13,4,f|t|t|f,
13,5,f|t|f|t,
13,6,t|f|f|t,
13,7,t|f|t|f,
13,8,t|t|f|f,
